Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames,,,,,,
3822,11925520,Ahmad Salama,4/16/2024 5:08,0.19528,3,ahmadsalama1221,,,,,,
3823,11942466,Troy McSimov,4/16/2024 0:49,0.19528,6,troymcsimov,,,,,,
3824,12025650,Clementine Smith,4/27/2024 6:36,0.19555,10,clementinesmith,,,,,,
3825,11947679,Harshit Bansal #3,4/21/2024 18:49,0.19567,2,harshitbansal122,,,,,,
3826,11649275,EricaEP,3/8/2024 4:48,0.19576,1,ericaep,,,,,,
3827,11871257,Timothy Wommack,4/15/2024 18:56,0.19606,8,timothywommack,,,,,,
3828,11771195,GW0000,3/13/2024 5:54,0.19609,2,gw0000,,,,,,
3829,11531696,Danella Golden,3/2/2024 2:55,0.19645,8,danellagolden,,,,,,
3830,11809411,Antonio Poianella,3/21/2024 16:56,0.1965,1,antoniopoianella,,,,,,
3831,11771885,20194546 YunGyoungHo,3/13/2024 8:01,0.19674,1,yungyoungho,,,,,,
3832,11670133,fabiaat,3/9/2024 4:39,0.19677,2,fabiaat,,,,,,
3833,9562871,Apeng5,4/22/2024 19:10,0.19688,4,apeng5,,,,,,
3834,11809021,Noah Andersen,3/24/2024 22:59,0.19689,1,noahandersen43,,,,,,
3835,11716773,ryo0614,3/3/2024 13:26,0.19691,1,ryoueno,,,,,,
3836,11662865,Balazs Indruck,3/3/2024 22:10,0.19693,3,balazsindruck,,,,,,
3837,11860082,K P MANI,4/4/2024 1:54,0.19693,1,kpmani,,,,,,
3838,11843440,Nikhilprabhu1999,4/13/2024 1:37,0.19695,4,nikhilprabhu1999,,,,,,
3839,11825202,sakurayoumeng,3/24/2024 17:01,0.19696,3,sakurayoumeng,,,,,,
3840,11730668,EnlongSun,3/6/2024 8:25,0.19711,1,enlongsun,,,,,,
3841,11690457,shakedbg,3/1/2024 12:21,0.19711,9,shakedbg,,,,,,
3842,11753681,Ahmad Massalha,3/10/2024 19:06,0.19711,1,ahmadmassalha,,,,,,
3843,11903942,salmane el mourtaji,4/18/2024 9:41,0.19725,7,salmaneelmourtaji,,,,,,
3844,11822729,AlexLegends,3/28/2024 15:20,0.19728,1,alexlegends,,,,,,
3845,11742980,katyat227,4/13/2024 8:23,0.19761,22,katyat227,,,,,,
3846,11475933,Nikkhil Mahajan,4/6/2024 15:52,0.19782,1,nikkhilmahajannnn,,,,,,
3847,11822640,KenLin747,4/8/2024 8:19,0.19835,3,kenlin747,,,,,,
3848,11823400,[Deleted] 211520a0-a93d-4609-943a-f9a90d47c7b9,3/25/2024 10:43,0.19839,4,del=c3d351330e0ac2f9,,,,,,
3849,11891449,Anthony1122112,4/4/2024 14:13,0.19842,2,anthony1122112,,,,,,
3850,11787104,YuTao Tian,3/26/2024 17:41,0.19844,2,yutaotian,,,,,,
3851,11858466,Ishan Surana,3/30/2024 10:58,0.19858,2,ishansurana1234,,,,,,
3852,11826743,pass life (lifepass),3/25/2024 8:42,0.1992,2,passlifelifepass,,,,,,
3853,11853325,CarlosAndresCgm208,3/30/2024 2:57,0.19933,5,carlosandrescgm208,,,,,,
3854,11731991,Jack Wotton,3/5/2024 22:18,0.19966,1,jackwotton,,,,,,
3855,11573552,jiang717,2/29/2024 3:10,0.19973,2,jiang717,,,,,,
3856,11854785,ddxbugs,4/14/2024 1:50,0.19978,7,ddxbugs,,,,,,
3857,2417049,Aviv Levi,4/3/2024 21:09,0.1998,3,avivlevi815,,,,,,
3858,11576595,Akshat Darji,3/12/2024 12:13,0.20032,3,akshatdarji,,,,,,
3859,11966747,Katee Early,4/22/2024 18:39,0.20063,14,kearly13,,,,,,
3860,11798332,Lucas N Pires,3/21/2024 0:10,0.20073,1,lucasnpires,,,,,,
3861,11654222,Ghaith Al Saifi,3/8/2024 4:15,0.20108,9,ghaithalsaifi,,,,,,
3862,11744930,yalda gheisi,3/7/2024 21:21,0.20113,1,yaldagheisi,,,,,,
3863,11919154,Group 33,4/19/2024 7:18,0.20123,5,levanle,,,,,,
3864,11792265,Benjamin M. Ridler,3/22/2024 22:11,0.20127,2,benjaminmridler,,,,,,
3865,11799554,jovan7826,3/19/2024 6:04,0.20131,1,jovan7826,,,,,,
3866,11957053,Guillaume Pad,4/16/2024 14:57,0.20136,1,guillaumepad,,,,,,
3867,11955027,Shingo_h,4/17/2024 0:20,0.20161,1,shingoh,,,,,,
3868,11947371,Vinh Nguyen Huu,4/19/2024 9:10,0.20204,1,vinhnguyenhuu,,,,,,
3869,11965639,Agniv Banerjee,4/25/2024 6:25,0.20213,30,agnivbanerjee,,,,,,
3870,1054818,Sreeni Jilla,3/12/2024 7:04,0.20249,1,jillas,,,,,,
3871,11914237,Waleed E Amer,4/17/2024 3:55,0.20261,1,waleedeamer,,,,,,
3872,11749634,Sad Goldfish,3/8/2024 17:05,0.20265,2,sadgoldfish,,,,,,
3873,11900221,LuisFlavio,4/6/2024 3:12,0.20265,2,luisflavio,,,,,,
3874,11757077,maor6991,3/10/2024 13:38,0.20266,2,maor6991,,,,,,
3875,11461297,Roman Alexeevsky,4/27/2024 7:00,0.20276,62,romanalexeevsky,,,,,,
3876,11896150,Sugata #2,4/11/2024 8:03,0.20292,4,yonedagaku,,,,,,
3877,11683029,Sándor Jankovics,3/2/2024 22:38,0.20298,4,sndorjankovics,,,,,,
3878,11670925,S.J. Horn,3/23/2024 18:55,0.20304,2,sjhorn,,,,,,
3879,12027525,romaricM,4/27/2024 13:11,0.20314,1,romaricm,,,,,,
3880,11923488,AbnerSmart,4/11/2024 2:27,0.20318,7,abnersmart,,,,,,
3881,11688978,Ram Marthi,3/13/2024 18:23,0.20353,3,rammarthi,,,,,,
3882,11846850,Garvit Tak,3/28/2024 18:47,0.20355,1,garvittak,,,,,,
3883,11848235,dar_snt,4/26/2024 9:38,0.20389,2,darsnt,,,,,,
3884,1012649,neuralMAx,3/6/2024 12:49,0.20411,2,neuralmax,,,,,,
3885,11616045,Abby Dease,4/23/2024 20:15,0.20428,7,abbydease,,,,,,
3886,11970588,Ethan Drake #2,4/21/2024 2:04,0.2043,1,ethansaccount,,,,,,
3887,12028608,acangHong,4/27/2024 16:34,0.20452,1,acanghong,,,,,,
3888,11662990,TrishOG,3/30/2024 17:13,0.20469,2,trishog,,,,,,
3889,11967285,Anshul Prasad,4/25/2024 18:59,0.20473,7,an8hulp,,,,,,
3890,11953158,Sam K,4/15/2024 20:24,0.20524,4,samk333,,,,,,
3891,9820231,Jack Saunders,3/21/2024 23:01,0.20525,1,jeuansaunders,,,,,,
3892,11671408,Collin Dougherty,3/7/2024 21:07,0.20539,1,collindougherty99,,,,,,
3893,11882088,Vitória Coghi,4/4/2024 22:49,0.20562,1,vitriacoghi,,,,,,
3894,11819904,Luo Wuhan,3/25/2024 6:59,0.20589,1,luowuhan,,,,,,
3895,11818606,Josephine Chu,3/23/2024 1:44,0.20591,1,josephinechu,,,,,,
3896,11732367,Marwan Radi,3/12/2024 17:12,0.20615,3,marwanradi,,,,,,
3897,11979723,Gioi Doan,4/23/2024 9:30,0.20621,5,gioidoan,,,,,,
3898,12022901,Olivier Mongin,4/26/2024 17:23,0.20624,1,oliviermongin,,,,,,
3899,9689964,gonkinz,3/12/2024 5:00,0.20642,4,gonkinz,,,,,,
3900,11771602,20194503 songjuheon,3/13/2024 7:42,0.20682,6,songjuheon,,,,,,
3901,11778034,Ainozu,3/14/2024 21:34,0.207,1,ainozu,,,,,,
3902,3076193,Cosme Fulanito & rudeboybert,3/4/2024 15:38,0.20718,5,akim04smith,,,,,,
3903,11911144,Group_16,4/19/2024 8:47,0.20728,3,"hovandat,hthngcvn,htl2211,kiettuanho,thuyho",,,,,,
3904,11662221,tahidul94,3/11/2024 4:44,0.20744,6,tahidul94,,,,,,
3905,9894085,Salil Biswas,4/5/2024 7:18,0.20753,2,salilbiswas,,,,,,
3906,11733637,MLPeter,3/6/2024 20:45,0.208,3,mlpeter,,,,,,
3907,12008281,alvaxin,4/26/2024 11:28,0.20817,4,ustczx,,,,,,
3908,12003431,Hannes Vester,4/24/2024 7:40,0.20834,1,hannesvester,,,,,,
3909,11771385,Yeo In Hyeop,3/13/2024 6:16,0.20843,1,yeoinhyeop,,,,,,
3910,9436833,canioveer,2/28/2024 16:28,0.20885,2,canioveer,,,,,,
3911,11714225,Nick Yakovenko,3/3/2024 10:59,0.20888,2,nyakovenko,,,,,,
3912,11532990,Danielphys,3/2/2024 23:31,0.20897,4,danielphys,,,,,,
3913,11901725,Uélbert Borges,4/6/2024 10:01,0.20919,2,uelbertborges,,,,,,
3914,11929915,SeoHyun An,4/11/2024 10:18,0.20919,1,seohyunan,,,,,,
3915,11883759,Sjoerd Terlouw,4/4/2024 10:31,0.20942,1,sjoerdterlouw,,,,,,
3916,11774001,Vitor Queiroz,3/14/2024 5:36,0.20943,1,vitorqueiroz,,,,,,
3917,11804745,AZEiiisadasd,3/25/2024 6:48,0.20952,1,azeiiisadasd,,,,,,
3918,11685326,Aditya Kanukurthy,3/7/2024 20:36,0.20962,2,adityakanukurthy,,,,,,
3919,11604027,BisisthaPatra,4/17/2024 7:41,0.20973,13,bisisthapatra,,,,,,
3920,11719084,Richard Willems,3/3/2024 13:15,0.20985,1,richardwillems,,,,,,
3921,11723652,Ngô Văn Minh,3/4/2024 13:33,0.20985,1,ngvnminh,,,,,,
3922,11723421,CaoBoiZuTru,3/5/2024 0:27,0.20985,1,caoboizutru,,,,,,
3923,11899616,marco luppi,4/6/2024 10:46,0.21014,2,marcoluppi,,,,,,
3924,11924138,jli571,4/11/2024 13:48,0.2105,3,jli571,,,,,,
3925,10953148,Sarthak Khandewal,3/3/2024 15:51,0.21051,3,sarthakkhandewal,,,,,,
3926,12003424,subhodeep moitra,4/23/2024 13:47,0.2107,1,subhodeepmoitra,,,,,,
3927,2172048,Andrei Matveiakin,3/20/2024 15:03,0.21071,2,matveiakin,,,,,,
3928,11836894,wanting bai,3/27/2024 4:07,0.21107,3,wantingbai,,,,,,
3929,11957179,nam bui,4/18/2024 13:04,0.21116,2,nbbnam,,,,,,
3930,11903333,Robert Kean,4/9/2024 10:44,0.21119,2,robertkean1,,,,,,
3931,11903593,qianer Huang,4/7/2024 14:14,0.21123,1,qianerhuang,,,,,,
3932,11248764,Aymen Fkir,2/28/2024 13:25,0.21141,9,aymenfkir,,,,,,
3933,11990716,kkwq,4/22/2024 8:13,0.21225,2,kkwq123,,,,,,
3934,11771382,yjaewon,3/13/2024 6:14,0.21228,1,yjaewon,,,,,,
3935,11843528,BEOMCHUL KIM,3/28/2024 3:05,0.21242,2,beomchulkim,,,,,,
3936,11967785,Maheshpatil53,4/19/2024 19:59,0.21295,3,maheshpatil53,,,,,,
3937,11924230,heojiyoon,4/11/2024 2:32,0.21323,3,heojiyoon,,,,,,
3938,11739829,ChengKaiChen,3/8/2024 6:40,0.2133,6,chengkaichen,,,,,,
3939,11613777,shazil shaikh,3/16/2024 8:34,0.21331,1,shazilshaikh,,,,,,
3940,11725510,Phạm Thị Tố Uyên,3/4/2024 16:28,0.2134,1,phmthtuyn,,,,,,
3941,11771321,seokangsan,3/13/2024 6:06,0.21346,1,rkdsan1013,,,,,,
3942,11771760,20194489,3/13/2024 8:05,0.21363,1,chominkwon,,,,,,
3943,11953126,Le Tuan Thanh,4/19/2024 9:27,0.21398,11,letuanthanh2102tma,,,,,,
3944,11164715,Muhammad Abdullah #3,3/9/2024 17:17,0.2142,6,muhammadabdullah545,,,,,,
3945,11698432,Brent Butkow,2/29/2024 12:09,0.21422,8,brentbutkow,,,,,,
3946,11931713,cheng li (LC),4/11/2024 15:52,0.21423,2,chenglilc,,,,,,
3947,11951499,abir00007,4/24/2024 11:47,0.21428,2,abir00007,,,,,,
3948,8258467,Kumar Rahul,3/15/2024 20:32,0.21445,1,kumar4rahul24,,,,,,
3949,11892420,T sakaguchi,4/27/2024 11:34,0.2146,9,tsakaguchi,,,,,,
3950,11699407,Moritz R (Lucifer_M),3/1/2024 11:14,0.21473,3,moritzrluciferm,,,,,,
3951,11533844,Collin Walsh,3/1/2024 14:30,0.21552,1,collinwalsh,,,,,,
3952,11771805,shinbumsu,3/13/2024 7:44,0.21576,1,shinbumsu,,,,,,
3953,11928204,kim yonghyun,4/11/2024 13:37,0.21609,3,mirhyun0508,,,,,,
3954,11771690,최영록9715,3/13/2024 7:17,0.21631,1,yeongrok9715,,,,,,
3955,11771607,Jeong Hoe Soek(20181858),3/13/2024 8:08,0.21641,1,jeonghoesoek,,,,,,
3956,11815455,K Neeraj Kumar,3/24/2024 6:47,0.21665,2,kneerajkumar,,,,,,
3957,11940383,House Prices Workshop _Group57,4/19/2024 8:21,0.21702,3,sangnguyennhu,,,,,,
3958,11771294,khy01220,3/13/2024 5:55,0.21706,1,khy01220,,,,,,
3959,11817549,Maria Emilia Eidelwein,3/22/2024 17:42,0.21716,4,emiliaeidelwein,,,,,,
3960,11749977,Gal Said1,3/8/2024 18:31,0.21733,3,galsaid1,,,,,,
3961,11910091,Hoàng Nguyễn Hữu,4/19/2024 9:25,0.21736,16,hongnguynhu,,,,,,
3962,11830986,Nik_G,3/28/2024 1:36,0.21742,1,nikosss96,,,,,,
3963,11771766,WooSeong1,3/14/2024 8:52,0.2175,1,wooseong0698,,,,,,
3964,11709247,Gabo #3,4/26/2024 17:25,0.21771,5,argbile,,,,,,
3965,3767026,Mikhail Sukhovey,4/4/2024 17:18,0.21797,1,dalabis,,,,,,
3966,11718676,Michaella Itzhak,3/7/2024 14:32,0.21826,10,michaellaitzhak,,,,,,
3967,11470131,masatakaI,3/18/2024 17:06,0.21831,1,masatakai,,,,,,
3968,11901949,TMA Group 56 AI Advance,4/19/2024 12:41,0.21862,19,"huynguyenct,nguyennhatkhanhduy,nngocqui,stonecold181,vangnguyenngoc",,,,,,
3969,11816599,Aurelien Petra,3/25/2024 13:33,0.21864,4,"aurelienpetra,boby427",,,,,,
3970,11879509,brunop7,4/2/2024 18:23,0.21876,2,brunop7,,,,,,
3971,11778503,Donia Tekaya,4/11/2024 3:10,0.21879,1,doniatekaya,,,,,,
3972,11778498,Elyesssss,4/11/2024 14:11,0.21879,1,elyesssss,,,,,,
3973,11771875,jun_y00,3/13/2024 8:00,0.21882,1,juny00,,,,,,
3974,11771832,LyonAri,3/13/2024 7:52,0.21928,1,lyonari,,,,,,
3975,11771897,20194562_장지엽,3/13/2024 8:03,0.2197,1,jycuzz,,,,,,
3976,11978481,vaishnavi darade,4/19/2024 10:46,0.21973,1,vaishnavidarade,,,,,,
3977,2610869,cjchun,3/12/2024 5:53,0.2198,4,cjchun,,,,,,
3978,11781205,NekoNekoNyan,3/15/2024 10:54,0.21984,1,nekonekonyan,,,,,,
3979,11726917,Hirotsugu Kawai,3/4/2024 22:52,0.22002,1,hirotsugukawai,,,,,,
3980,11717426,Masahiro Kishi,3/3/2024 4:50,0.22002,1,kissiii,,,,,,
3981,11736300,emidayone,3/6/2024 11:13,0.22002,1,emidayone,,,,,,
3982,11757641,N. KATADA,3/10/2024 15:53,0.22002,1,nkatada,,,,,,
3983,11753287,ryota08,3/9/2024 13:57,0.22002,1,ryota08,,,,,,
3984,11765467,milestone_uni,3/12/2024 6:26,0.22002,2,milestoneuni,,,,,,
3985,11929697,AI Advance - Group 15,4/18/2024 18:12,0.22005,2,"hohoangtma,tamminhho,trihongoc,tuanho2611",,,,,,
3986,11771344,KIMLINAH,3/13/2024 6:05,0.22025,1,kimlinah,,,,,,
3987,11920545,DucNguyen123,4/17/2024 10:15,0.22039,1,ducnguyen123,,,,,,
3988,11910095,mikez94,4/19/2024 4:44,0.22039,2,mikez94,,,,,,
3989,11743850,Rian Abdulatef,3/8/2024 17:11,0.22072,2,rayanabdullateef,,,,,,
3990,11911883,nguyen thi tuong van ,4/23/2024 8:57,0.22084,10,nguyenthituongvan,,,,,,
3991,11816587,Rawan Traboulsi,4/5/2024 9:24,0.22086,1,rawantraboulsi,,,,,,
3992,11793057,Lewis Castor,3/19/2024 2:24,0.22147,4,lewiscastor,,,,,,
3993,11771326,rkrkrkwk,3/13/2024 6:03,0.22158,1,rkrkrkwk,,,,,,
3994,11771871,20213013 김어진,3/13/2024 7:59,0.22166,1,sejin46281gmailcom,,,,,,
3995,11921876,Arraf Khan,4/13/2024 2:06,0.22206,9,arrafkhan,,,,,,
3996,11771627,20194317,3/13/2024 7:54,0.22247,1,jihoo7890,,,,,,
3997,11559769,Akshit Gaur #2,4/20/2024 10:52,0.22252,10,akshitgaur2005,,,,,,
3998,11771249,Kang Seungcheol,3/13/2024 5:49,0.22254,2,kangseungcheol,,,,,,
3999,11771591,choigyudong,3/13/2024 6:58,0.22274,1,choigyudong,,,,,,
4000,11771310,YoungHwanGi,3/13/2024 5:59,0.2228,1,younghwangi,,,,,,
4001,11770789,20190825,3/13/2024 5:52,0.22281,2,yumanggo,,,,,,
4002,11951837,Purnama Ridzky Nugraha,4/19/2024 13:00,0.22297,1,purnamaridzkynugraha,,,,,,
4003,11681090,Tenzin Choney,3/10/2024 20:17,0.22308,5,tenzinchoney,,,,,,
4004,1573013,Tsung-Yin Lin,4/11/2024 5:04,0.22314,2,lukelinex,,,,,,
4005,8719113,wuxin,4/4/2024 3:56,0.22334,1,wuxin1151,,,,,,
4006,11772738,qgreen,3/29/2024 11:40,0.22347,3,qgreen,,,,,,
4007,11772014,hgjghghj,3/13/2024 8:30,0.22357,1,hgjghghj,,,,,,
4008,11762029,Wei wenbo,3/14/2024 9:44,0.2238,1,wenbowei123,,,,,,
4009,11771313,Seong MinGyu,3/13/2024 5:59,0.22399,1,seongmingyu,,,,,,
4010,11815182,Sang Vang,3/25/2024 2:08,0.22481,5,sangvang,,,,,,
4011,12025581,Xixiang Liu,4/27/2024 2:22,0.22523,1,xixiangliu,,,,,,
4012,11703773,András Jankovics,3/6/2024 14:53,0.22543,2,andrsjankovics,,,,,,
4013,8862414,Janish_Pancholi,4/6/2024 18:28,0.22583,1,justaanalyser,,,,,,
4014,11782607,Linh Đoàn Khánh,3/16/2024 14:05,0.226,1,linhdoankhanh,,,,,,
4015,11771967,pathfinder32,3/14/2024 14:46,0.22658,1,pathfinder32,,,,,,
4016,11995265,yosua ebenezer,4/22/2024 8:02,0.22721,1,yosuaebenezer,,,,,,
4017,11911289,House Prices - AI Advance Gr14,4/19/2024 8:00,0.22753,3,"baohavan,hokhacminhtri,htnpht,nghiahd,thanhht1902",,,,,,
4018,11641279,DNathan22,4/8/2024 3:21,0.22768,10,dnathan22,,,,,,
4019,11771287,whansrl,3/13/2024 5:54,0.2279,1,whansrl,,,,,,
4020,11910783,Quentin NUMA,4/8/2024 7:52,0.228,2,quentinnuma,,,,,,
4021,11839254,Amitav Ramesh ,4/19/2024 17:44,0.22814,7,amitavramesh,,,,,,
4022,11668377,Nidhish_Suvarna0810,3/27/2024 9:27,0.22814,2,nidhishsuvarna0810,,,,,,
4023,11603938,Aarushi Bhargava,3/27/2024 8:52,0.22814,1,aarushibhargava1901,,,,,,
4024,11895005,Hashmita Wadhwani,4/18/2024 12:41,0.22814,1,hashmitawadhwani,,,,,,
4025,11772001,amclchosun,3/13/2024 8:28,0.22828,1,amclchosun3,,,,,,
4026,11719283,Lin Xian Hong,3/3/2024 13:58,0.22836,1,linxianhong,,,,,,
4027,11935134,Tiến Văn,4/19/2024 4:33,0.22876,1,tienvan96,,,,,,
4028,11733775,Suman Kunwar,3/6/2024 4:10,0.22971,1,sumn2u,,,,,,
4029,11727323,KalebK16,3/16/2024 23:11,0.22991,1,kalebk16,,,,,,
4030,11749033,Antea Tuna,3/8/2024 21:36,0.22992,1,anteatuna,,,,,,
4031,11975544,Dza Oong,4/18/2024 18:06,0.23021,5,dzaoong,,,,,,
4032,11822151,Rolf Roland,3/24/2024 18:45,0.23096,1,rolfroland,,,,,,
4033,11771910,20194533,3/13/2024 8:06,0.23103,1,qkdgudrl,,,,,,
4034,11714979,tipo1380,3/2/2024 17:35,0.23107,8,tipo1380,,,,,,
4035,11868124,mktsanthosh,4/15/2024 4:00,0.23122,7,mktsanthosh,,,,,,
4036,11881953,Feng Sun #3,4/4/2024 4:41,0.23129,4,sunfeng8127,,,,,,
4037,11771914,jus9298,3/13/2024 8:06,0.23152,1,jus9298,,,,,,
4038,11938531,Ava Keck,4/15/2024 4:53,0.23157,5,avakeck,,,,,,
4039,11771056,LeeWonYeong,3/13/2024 5:01,0.23191,1,leewonyeong,,,,,,
4040,11697315,Rasam Anil,3/13/2024 17:22,0.23235,2,rasamanil,,,,,,
4041,11659483,YILMAZ AKGUL,4/13/2024 21:04,0.23259,2,alhsan,,,,,,
4042,11679009,Yam_Horin,4/3/2024 9:43,0.2329,20,yamhorin,,,,,,
4043,12011481,wctsai3,4/27/2024 20:56,0.23298,10,wctsai3,,,,,,
4044,11820278,Shun #6,3/24/2024 5:20,0.23315,1,shun274kaggling,,,,,,
4045,11709352,Colas Rabiller,3/1/2024 11:00,0.23316,1,colasrabiller,,,,,,
4046,11696912,Tri Nham,2/29/2024 8:37,0.23317,2,trinham,,,,,,
4047,6171674,JayDeeV,4/15/2024 23:42,0.23321,4,jaydeev,,,,,,
4048,12007275,JerryYang3010,4/24/2024 5:08,0.23321,2,jerryyang3010,,,,,,
4049,11509149,khaledmofa,3/24/2024 5:49,0.23333,1,khaledmofa,,,,,,
4050,11881481,Omar Refaie,4/4/2024 14:29,0.23371,6,omega11,,,,,,
4051,11679570,酒井 卓巳,3/23/2024 14:44,0.23403,1,wed0923,,,,,,
4052,11779285,ABNReddy,3/18/2024 16:35,0.23416,1,abnreddy,,,,,,
4053,8553218,Artem Galkin,3/15/2024 0:13,0.23416,1,artemgalkin,,,,,,
4054,11821510,Bartłomiej Błądek,3/26/2024 2:05,0.23426,11,bartomiejbdek,,,,,,
4055,11771262,20212984,3/13/2024 5:49,0.23437,1,seokyojin,,,,,,
4056,11921157,Soumyajit Jalua,4/9/2024 18:29,0.23439,1,soumyajitjalua,,,,,,
4057,11826749,wariok,3/25/2024 5:21,0.23504,1,wariok,,,,,,
4058,11687442,Sonuka,3/14/2024 17:27,0.23515,1,sonuka,,,,,,
4059,11775230,Daniel Sinkin,4/25/2024 1:06,0.23516,2,danielsinkin,,,,,,
4060,11691999,นัทธพงศ์ ศรีทอง,2/29/2024 16:14,0.23528,1,gibberishz3003,,,,,,
4061,11691036,Anita Szekrenyes,3/19/2024 9:59,0.23553,3,anitaszekrenyes,,,,,,
4062,11778373,Flippy Jang,3/15/2024 13:56,0.23593,1,flippyjang,,,,,,
4063,11815249,Jsp13621,3/22/2024 3:17,0.23593,1,jsp13621,,,,,,
4064,11957240,Ly Ngô,4/17/2024 4:29,0.23604,2,"ngothisaoly,xuankien547",,,,,,
4065,11933738,Anas Baig,4/12/2024 1:20,0.2362,1,anasbaig10,,,,,,
4066,11771314,20214927 KIM CHAN YU,3/13/2024 6:01,0.23644,1,kimchanyu,,,,,,
4067,11794005,Shogo Nishio,3/23/2024 9:12,0.23645,1,shogonishio,,,,,,
4068,11771345,kimdonguk20194564,3/13/2024 6:06,0.23668,1,kimdonguk20194564,,,,,,
4069,9203200,Aditya Nagathan,3/24/2024 12:45,0.23695,2,adityanagathan,,,,,,
4070,11826760,SongDaeSeon,3/25/2024 6:21,0.23701,1,songdaeseon,,,,,,
4071,11826751,YOONSUNGKA,3/25/2024 4:33,0.2373,2,yoonsungka,,,,,,
4072,11853072,Prakhar Dhyani,3/30/2024 5:35,0.23763,5,prakhardhyani,,,,,,
4073,11639856,Hikari Miyoshi,4/11/2024 11:11,0.23779,10,miyoshev,,,,,,
4074,11715216,DS1SCS,3/4/2024 16:10,0.23857,1,ds1scs21,,,,,,
4075,11603963,Anshul Roy28,4/24/2024 20:37,0.23887,5,anshulroy28,,,,,,
4076,11703949,Clare,2/29/2024 11:42,0.23895,1,clarejung,,,,,,
4077,11764943,jomin yu,3/12/2024 11:11,0.23963,1,jominyu,,,,,,
4078,11666403,pooja_kag,3/5/2024 13:42,0.24088,1,poojakag,,,,,,
4079,11735323,liad ovdat,4/2/2024 15:05,0.24114,7,liadovdat,,,,,,
4080,11704163,Lewis_Fowler15,3/4/2024 16:46,0.2416,1,lewisfowler15,,,,,,
4081,11479783,Klas Sunesson,3/4/2024 21:50,0.24184,1,klassunesson,,,,,,
4082,11790583,Tayyibe Atçeken,3/18/2024 17:32,0.24217,2,tayyibeateken,,,,,,
4083,11593656,Nik Petranovic,4/13/2024 0:29,0.24291,1,nikpetranovic,,,,,,
4084,11758595,Rayan ibrahim Benatallah,3/10/2024 22:28,0.24302,1,rayanibrahimben,,,,,,
4085,11828098,Lesego Mokgabudi,3/25/2024 9:33,0.2435,1,lesegomokgabudi,,,,,,
4086,11953756,Andy E. Estevez,4/15/2024 20:33,0.24389,1,andyeestevez,,,,,,
4087,11953768,Ye Moe,4/15/2024 20:49,0.24389,1,yemoe0810,,,,,,
4088,11633806,Ralph Dugue ,3/20/2024 2:52,0.24394,1,rdugue89,,,,,,
4089,9169043,Ezequiel Sosa,3/13/2024 23:51,0.24453,2,ezequieljsosa,,,,,,
4090,11993505,Boyu Liu9,4/27/2024 23:12,0.24464,1,boyuliu9,,,,,,
4091,11733813,Tomer Atar,4/12/2024 22:28,0.24489,1,tomeratar,,,,,,
4092,11634136,Sourish Wawdhane,3/2/2024 2:17,0.24521,1,thesourguy,,,,,,
4093,11754840,Takao Makijima,3/9/2024 22:52,0.24559,1,takaomakijima,,,,,,
4094,11775987,[Deleted] 844470c7-62ab-4922-826e-f1fda0c452bb,3/15/2024 13:47,0.24637,3,del=c386ee7ca604d1cb,,,,,,
4095,11820624,Lukas Petersdorf,3/25/2024 22:25,0.24695,5,lukaspetersdorf,,,,,,
4096,11818577,Sevim Selçuk ,3/22/2024 20:37,0.24711,1,sevimseluk,,,,,,
4097,8927911,ic2333,4/10/2024 12:23,0.24767,2,ic2333,,,,,,
4098,11700181,SAURAV KUMAR,3/1/2024 10:35,0.24802,2,sanjilsaurav,,,,,,
4099,11893911,Christopher Ellam,4/11/2024 2:33,0.24804,3,apex45,,,,,,
4100,11816387,Bansode Atharva,3/27/2024 11:50,0.24806,1,bansodeatharva,,,,,,
4101,11938594,tdogg1234,4/19/2024 23:29,0.24981,3,tdogg1234,,,,,,
4102,11908581,Rohan Kochhar,4/14/2024 20:32,0.25004,5,rohankochhar,,,,,,
4103,11929506,Minh Tuấn Đỗ,4/23/2024 9:01,0.25083,4,mtuando,,,,,,
4104,11802771,Mezei Dragos,3/19/2024 15:41,0.25184,2,mezeidragos,,,,,,
4105,11713621,Terisimp,3/2/2024 11:48,0.25206,1,terisimp,,,,,,
4106,11591969,Calvin Alvares,3/16/2024 13:56,0.25352,3,calvinalvares,,,,,,
4107,11959744,andrealbino7798,4/16/2024 18:16,0.25476,1,andrealbino7798,,,,,,
4108,11908297,Gabriel Pereira Nunes,4/11/2024 12:50,0.25476,1,gabrielpereiranunes,,,,,,
4109,11738647,Gabriel Caruccio,3/7/2024 17:48,0.25476,1,gabrielcaruccio,,,,,,
4110,11847122,Eric De Lucas Silva,3/29/2024 9:34,0.25476,1,ericdelucassilva,,,,,,
4111,11847163,Pedro Herobrine,4/3/2024 14:00,0.25476,1,pedroherobrine,,,,,,
4112,7662842,ichtus1974,4/23/2024 12:43,0.25476,1,ichtus1974,,,,,,
4113,11911922,Gustavo Dias Martins,4/22/2024 10:31,0.25476,3,gustavodiasmartins,,,,,,
4114,11853094,Thaizy Vicentini,3/30/2024 15:00,0.25476,1,thaizyvicentini,,,,,,
4115,10666578,Taylan Novais Moreno,4/25/2024 12:17,0.25476,1,taylannovaismoreno,,,,,,
4116,9782183,Mina Gachloo,4/6/2024 2:19,0.25578,1,mina99,,,,,,
